trip_count,trip_time,trip_distance,total_amount,tip_amount,passenger_count,year,month,weekday,customer_waiting_time,driver_waiting_time
2461639,0 days 00:19:56.068368676,5.109044492714001,29.107796005019424,1.0237655358888935,,2022,7,4,0 days 00:03:45.100442486,0 days 00:01:01.399505082
2668342,0 days 00:19:06.594492759,5.137101281245064,28.87562116850088,0.9678233487311595,,2022,7,5,0 days 00:04:08.374556984,0 days 00:00:59.338299586
2272152,0 days 00:18:33.033460789,5.497641865068882,30.444140449230527,0.9969207121706645,,2022,7,6,0 days 00:04:13.998733920,0 days 00:00:58.907690447
1995499,0 days 00:19:48.987404654,5.422774490490849,32.10090540761988,1.1780672453356276,,2022,8,0,0 days 00:04:43.216774347,0 days 00:00:57.264418440
2125743,0 days 00:20:51.125686407,5.079509637336215,32.410521008419195,1.2413495704795923,,2022,8,1,0 days 00:04:29.533542317,0 days 00:00:57.993153292
2205934,0 days 00:21:34.477133948,5.141870603562937,32.95827677527976,1.2902510954543516,,2022,8,2,0 days 00:04:16.470270187,0 days 00:00:59.560663879
2940544,0 days 00:22:02.099522741,5.202674886007492,33.373937723768094,1.281445358409872,,2022,8,3,0 days 00:04:22.044584971,0 days 00:00:58.898458924
3252313,0 days 00:21:36.836298658,5.114889532772523,31.762043321168644,1.1626777527255217,,2022,8,4,0 days 00:04:26.490260396,0 days 00:00:59.456863553
2780069,0 days 00:19:54.529586855,5.081412246962214,30.49369087961487,1.0445610774408838,,2022,8,5,0 days 00:04:28.683548255,0 days 00:00:58.148985980
2493449,0 days 00:19:01.950151777,5.396217744978945,31.754152910286116,1.068256792098014,,2022,8,6,0 days 00:04:51.880778027,0 days 00:00:57.244055634
2669408,0 days 00:19:14.007832073,5.080628516510027,30.055210683417464,1.1418651588666857,,2022,9,0,0 days 00:04:18.138926629,0 days 00:01:00.132398619
2154276,0 days 00:19:45.442623415,4.976095902289216,30.44977796716855,1.2105094286897318,,2022,9,1,0 days 00:04:08.083612596,0 days 00:00:51.778396312
2263663,0 days 00:20:14.413259394,5.056623237646239,31.018924340769797,1.2499113516455413,,2022,9,2,0 days 00:03:48.217596790,0 days 00:01:01.183926482
2489438,0 days 00:21:47.117934650,5.0671280586220675,32.961858692604515,1.2996117718135582,,2022,9,3,0 days 00:04:12.665654024,0 days 00:01:00.870926039
2771885,0 days 00:21:23.086017637,4.9671483730385635,30.76165720800107,1.1392049561940707,,2022,9,4,0 days 00:04:12.896178244,0 days 00:01:00.903365497
3766147,0 days 00:19:36.825597354,4.887308858629257,29.641459404000955,1.0351411190269526,,2022,9,5,0 days 00:04:24.950021774,0 days 00:00:59.617635677
3191273,0 days 00:18:45.696578450,5.377171392732617,30.804063795231567,1.0609831687856226,,2022,9,6,0 days 00:04:21.913895871,0 days 00:00:59.092918665
2132283,0 days 00:19:59.135956688,5.1109406317078925,29.677899425170136,1.144616057061844,,2022,10,0,0 days 00:03:40.028774573,0 days 00:01:04.476810239
2769959,0 days 00:20:08.781433588,4.9484533937144946,30.72804798193766,1.195709535772912,,2022,10,1,0 days 00:03:53.198008325,0 days 00:01:03.219992573
2925365,0 days 00:20:31.673557658,4.965127532119923,30.522638880960162,1.191814146268927,,2022,10,2,0 days 00:03:48.486672806,0 days 00:01:03.347972813
2426516,0 days 00:20:38.467280248,5.174637019908378,31.485263505371492,1.2156194931333648,,2022,10,3,0 days 00:04:05.980887830,0 days 00:01:03.653299303
2590692,0 days 00:19:43.098603770,4.874711872349165,29.51267843881095,1.1005902361222404,,2022,10,4,0 days 00:03:55.687100808,0 days 00:01:04.532838827
2788252,0 days 00:19:10.877185778,4.9103678082181945,28.802397279729387,1.035893932829601,,2022,10,5,0 days 00:03:50.351382559,0 days 00:01:03.047426643
2452829,0 days 00:18:22.857930416,5.325865282496258,30.429844502001586,1.0583810245231124,,2022,10,6,0 days 00:04:12.852983460,0 days 00:01:02.507597643
2119394,0 days 00:18:57.662032165,5.003599867698031,29.468465641593756,1.1656235367279513,,2022,11,0,0 days 00:03:58.259744255,0 days 00:01:01.595072088
2277800,0 days 00:20:06.480196241,4.8940246874176845,31.529497247343915,1.2857438756695057,,2022,11,1,0 days 00:04:02.376715810,0 days 00:01:01.983696842
2357861,0 days 00:20:38.832461709,5.038775159349935,32.05341290686772,1.3120480596608532,,2022,11,2,0 days 00:03:58.549904522,0 days 00:01:01.893792649
3171817,0 days 00:20:57.699626113,5.02146761398908,32.92722429446589,1.3213001002264633,,2022,11,3,0 days 00:04:08.420929475,0 days 00:01:02.363989719
3534865,0 days 00:19:57.089342874,4.829947936625582,30.507207463368456,1.1534182323794546,,2022,11,4,0 days 00:04:19.673725292,0 days 00:01:02.015423808
3716733,0 days 00:18:25.826331619,4.757790303204452,29.242833875879686,1.07139316437312,,2022,11,5,0 days 00:04:34.139548397,0 days 00:01:00.992031768
2487377,0 days 00:18:04.700080848,5.184514070444491,30.77572268699116,1.1200331312864917,,2022,11,6,0 days 00:04:44.743600019,0 days 00:01:00.877068773
2466965,0 days 00:17:52.110772548,5.061346356758207,26.935351814881816,0.9815086999612882,,2023,0,0,0 days 00:03:10.131529691,0 days 00:01:02.153057588
2638169,0 days 00:18:39.275670739,4.840197933111945,27.45348364339054,1.0187622513948122,,2023,0,1,0 days 00:03:08.023232277,0 days 00:01:02.113409233
2254189,0 days 00:18:30.355345536,4.767596209545875,27.667156090283463,1.0433714031964487,,2023,0,2,0 days 00:03:08.998781654,0 days 00:01:02.371762319
2437746,0 days 00:19:09.244470096,4.795063500463133,28.383910924271856,1.0614551475010117,,2023,0,3,0 days 00:03:21.487740579,0 days 00:01:02.205903743
2653840,0 days 00:18:50.470278916,4.755643100940521,26.843376379133648,0.9540554441865371,,2023,0,4,0 days 00:03:05.754870186,0 days 00:01:02.685760986
2900350,0 days 00:17:45.669238540,4.705828202458322,25.947399258710156,0.8957482338338474,,2023,0,5,0 days 00:03:16.120098639,0 days 00:01:01.367832453
3127772,0 days 00:17:13.952845028,5.126503082705518,28.50182188151822,0.9233031531710112,,2023,0,6,0 days 00:03:55.708903207,0 days 00:01:00.455015871
2138624,0 days 00:18:14.455124884,5.019028093297372,28.230148502027465,0.9443726667240241,,2023,1,0,0 days 00:03:16.367675153,0 days 00:01:01.050592581
2325405,0 days 00:18:34.768612779,4.722880396748092,28.22498257292815,0.9488519247184898,,2023,1,1,0 days 00:03:26.146509086,0 days 00:00:56.406674626
2346113,0 days 00:18:56.221459068,4.816160912965402,28.924175971063622,0.9903552684802478,,2023,1,2,0 days 00:03:13.767056444,0 days 00:00:59.297184984
2492628,0 days 00:19:30.475803850,4.92657053800246,29.607869172616205,1.0093985424218939,,2023,1,3,0 days 00:03:05.996294040,0 days 00:01:02.541103019
2963246,0 days 00:18:48.064974693,4.6044873101996915,27.82783388216842,0.8916651503115163,,2023,1,4,0 days 00:03:22.930725158,0 days 00:01:01.624501791
3117817,0 days 00:17:48.059080439,4.610189845651624,26.87555674370881,0.8242318872467499,,2023,1,5,0 days 00:03:23.197197892,0 days 00:01:01.283104139
2577138,0 days 00:17:20.342980081,5.108451096914482,27.998622266250386,0.8242613705591241,,2023,1,6,0 days 00:03:35.017057632,0 days 00:01:00.279473031
2279231,0 days 00:18:57.213636529,4.953162415744609,29.020272376955194,1.061966878302375,,2023,2,0,0 days 00:03:26.724129301,0 days 00:01:01.193722253
2366708,0 days 00:18:53.652772543,4.78427394972257,29.02738609494706,1.094823577729065,,2023,2,1,0 days 00:03:18.688340565,0 days 00:01:00.879066350
3073676,0 days 00:19:47.584295807,4.939440611176975,30.19378037242703,1.1380410622329746,,2023,2,2,0 days 00:03:24.901017674,0 days 00:00:59.663430252
3253218,0 days 00:20:25.485674799,5.029530835621837,31.004263938045334,1.1560765002529807,,2023,2,3,0 days 00:03:26.700221464,0 days 00:01:01.127488389
3653396,0 days 00:19:38.438763002,4.804731935711318,29.1021477989246,1.0159517254631032,,2023,2,4,0 days 00:03:33.876172075,0 days 00:01:00.597759557
3176881,0 days 00:18:16.468544777,4.772602355580832,28.138351348382272,0.940450709359274,,2023,2,5,0 days 00:03:37.790482751,0 days 00:01:00.063800186
2610429,0 days 00:18:36.305570846,5.339484128853914,29.63728546917001,0.9696058961956062,,2023,2,6,0 days 00:03:57.508963402,0 days 00:00:59.594533550
2100325,0 days 00:19:21.733177960,5.190982330353632,30.43007887826883,1.1457687119850501,,2023,3,0,0 days 00:03:09.817995712,0 days 00:01:01.136931021
2214103,0 days 00:19:38.263139971,5.02657838501642,30.887643894615557,1.1947652706310412,,2023,3,1,0 days 00:03:12.046279527,0 days 00:01:00.244788480
2374153,0 days 00:20:04.192311952,5.0204949028137635,31.19145343623601,1.2181301415704884,,2023,3,2,0 days 00:03:12.312560402,0 days 00:01:00.651485316
2497054,0 days 00:20:31.338899359,5.168814536649987,32.40450833261915,1.2408996601595321,,2023,3,3,0 days 00:03:22.937657109,0 days 00:01:00.867964872
2820329,0 days 00:19:26.067002112,4.912377806986356,30.711280077607988,1.0976330066456785,,2023,3,4,0 days 00:03:55.530098185,0 days 00:00:58.158848418
3879052,0 days 00:18:34.878613898,4.7273684740498485,29.79009738719666,1.0153708689648913,,2023,3,5,0 days 00:04:02.062899306,0 days 00:00:57.963215598
3259887,0 days 00:18:33.581665867,5.237734805224845,30.81820552368837,1.0271772947958013,,2023,3,6,0 days 00:04:07.367109794,0 days 00:00:58.200051190
2746317,0 days 00:19:46.082210829,5.321923966169966,31.414561967900994,1.1895954982618542,,2023,4,0,0 days 00:03:49.140829805,0 days 00:00:58.042562148
2877628,0 days 00:20:37.253411142,5.03933534112123,31.927014318737506,1.2554288566833518,,2023,4,1,0 days 00:03:34.758203696,0 days 00:00:58.556863697
3075516,0 days 00:21:10.558271847,5.085156385790223,33.01012951972938,1.3198680611643705,,2023,4,2,0 days 00:03:39.546742724,0 days 00:00:58.776376148
2622651,0 days 00:21:57.418324435,5.187653363714805,33.911362968233256,1.3332441678286586,,2023,4,3,0 days 00:03:45.505509903,0 days 00:00:59.251491319
2870626,0 days 00:21:04.563012584,5.0526595213030205,31.73605861926979,1.1602749260962588,,2023,4,4,0 days 00:03:52.407113658,0 days 00:00:58.653612466
